"t_s","lp_x_units","displacement_units","disp_fixed_units"
3.8528428093645486,0.7500671140939598,0.0001673836813584616,-0.0010351764700705364
3.8662207357859533,0.7618791946308724,0.00007564591887300049,-0.001557590641253056
3.879598662207358,0.7736912751677852,-0.0000748099178369309,-0.00202739691770792
3.8929765886287626,0.785503355704698,-0.000246222315895908,-0.002441424163505769
3.9063545150501673,0.7973154362416107,-0.0004134216277860257,-0.002780831289624916
3.919732441471572,0.8091275167785235,-0.0006016320529526051,-0.0030210508933004934
3.9331103678929766,0.8209395973154363,-0.0007765455242176011,-0.0031311750923800393
3.9464882943143813,0.832751677852349,-0.0009065765585199738,-0.0030957751992954155
3.959866220735786,0.8445637583892618,-0.0010019439364530654,-0.0029375048905615083
3.9732441471571907,0.8563758389261745,-0.001082019998913197,-0.0026857436439685894
3.9866220735785953,0.8681879194630873,-0.0010871478635557338,-0.00233220783959963
4,0.88,-0.0010601757017830633,-0.0018478894361004382
